Program Version: 5.6
Video Name: cat3_mp4
Labeling Mode: Normal
Frame Rate: 25.0
Zones Covered With Clothes: ['BOX2', 'BOX1', 'BOX6', 'BOX5', 'BOX3', 'BOX4']
Limb Parameter 1: Looking
Limb Parameter 2: LP2
Limb Parameter 3: LP3
Parameter 1: P1
Parameter 2: P2
Parameter 3: P3

Frame,LH_X,LH_Y,LH_Onset,LH_Bodypart,LH_Look,LH_Zones,LL_X,LL_Y,LL_Onset,LL_Bodypart,LL_Look,LL_Zones,RH_X,RH_Y,RH_Onset,RH_Bodypart,RH_Look,RH_Zones,RL_X,RL_Y,RL_Onset,RL_Bodypart,RL_Look,RL_Zones,Parameter_1,Parameter_2,Parameter_3,LH_Parameter_1,LH_Parameter_2,LH_Parameter_3,LL_Parameter_1,LL_Parameter_2,LL_Parameter_3,RH_Parameter_1,RH_Parameter_2,RH_Parameter_3,RL_Parameter_1,RL_Parameter_2,RL_Parameter_3,Note,Time_ms
253,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10120.0
254,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10160.0
255,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10200.0
256,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10240.0
257,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10280.0
258,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10320.0
259,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10360.0
260,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10400.0
261,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10440.0
262,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10480.0
263,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10520.0
264,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10560.0
265,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10600.0
266,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10640.0
267,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10680.0
268,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10720.0
269,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10760.0
270,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10800.0
271,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10840.0
272,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10880.0
273,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10920.0
274,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,10960.0
275,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11000.0
276,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11040.0
277,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11080.0
278,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11120.0
279,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11160.0
280,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11200.0
281,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11240.0
282,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11280.0
283,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11320.0
284,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11360.0
285,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11400.0
286,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11440.0
287,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11480.0
288,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11520.0
289,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11560.0
290,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11600.0
291,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11640.0
292,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11680.0
293,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11720.0
294,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11760.0
295,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11800.0
296,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11840.0
297,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11880.0
298,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11920.0
299,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,11960.0
300,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12000.0
301,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12040.0
302,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12080.0
303,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12120.0
304,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12160.0
305,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12200.0
306,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12240.0
307,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12280.0
308,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12320.0
309,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12360.0
310,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12400.0
311,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12440.0
312,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12480.0
313,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12520.0
314,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12560.0
315,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12600.0
316,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12640.0
317,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12680.0
318,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12720.0
319,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12760.0
320,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12800.0
321,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12840.0
322,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12880.0
323,,,,,,[],,,,,,[],,,,,,[],,,,,,[],,,,,,,,,,,,,,,,,12920.0
