Program Version: 6.1
Video Name: cat3_mp4
Labeling Mode: Normal
Frame Rate: 25.0
Zones Covered With Clothes: None ; Param Labels: Parameter_1="P1", Parameter_2="P2", Parameter_3="P3" ; Limb Param Labels: XX_Parameter_1="Looking", XX_Parameter_2="LP2", XX_Parameter_3="LP34"

Frame,LH_X,LH_Y,LH_Onset,LH_Bodypart,LH_Look,LH_Zones,LL_X,LL_Y,LL_Onset,LL_Bodypart,LL_Look,LL_Zones,RH_X,RH_Y,RH_Onset,RH_Bodypart,RH_Look,RH_Zones,RL_X,RL_Y,RL_Onset,RL_Bodypart,RL_Look,RL_Zones,Parameter_1,Parameter_2,Parameter_3,LH_Parameter_1,LH_Parameter_2,LH_Parameter_3,LL_Parameter_1,LL_Parameter_2,LL_Parameter_3,RH_Parameter_1,RH_Parameter_2,RH_Parameter_3,RL_Parameter_1,RL_Parameter_2,RL_Parameter_3,Note,Time_ms
220,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,8800.0
221,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,8840.0
222,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,8880.0
223,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,8920.0
224,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,8960.0
225,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9000.0
226,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9040.0
227,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9080.0
228,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9120.0
229,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9160.0
230,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9200.0
231,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9240.0
232,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9280.0
233,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9320.0
234,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9360.0
235,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9400.0
236,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9440.0
237,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9480.0
238,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9520.0
239,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9560.0
240,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9600.0
241,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9640.0
242,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9680.0
243,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9720.0
244,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9760.0
245,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9800.0
246,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9840.0
247,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9880.0
248,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9920.0
249,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,9960.0
250,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10000.0
251,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10040.0
252,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10080.0
253,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10120.0
254,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10160.0
255,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10200.0
256,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10240.0
257,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10280.0
258,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10320.0
259,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10360.0
260,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10400.0
261,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10440.0
262,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10480.0
263,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10520.0
264,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10560.0
265,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10600.0
266,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10640.0
267,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10680.0
268,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10720.0
269,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10760.0
270,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10800.0
271,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10840.0
272,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10880.0
273,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10920.0
274,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,10960.0
275,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11000.0
276,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11040.0
277,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11080.0
278,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11120.0
279,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11160.0
280,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11200.0
281,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11240.0
282,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11280.0
283,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11320.0
284,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11360.0
285,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11400.0
286,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11440.0
287,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11480.0
288,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11520.0
289,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11560.0
290,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11600.0
291,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11640.0
292,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11680.0
293,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11720.0
294,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11760.0
295,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11800.0
296,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11840.0
297,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11880.0
298,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11920.0
299,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,11960.0
300,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12000.0
301,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12040.0
302,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12080.0
303,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12120.0
304,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12160.0
305,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12200.0
306,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12240.0
307,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12280.0
308,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12320.0
309,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12360.0
310,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12400.0
311,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12440.0
312,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12480.0
313,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12520.0
314,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12560.0
315,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12600.0
316,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12640.0
317,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12680.0
318,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12720.0
319,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12760.0
320,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12800.0
321,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12840.0
322,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12880.0
323,,,,LH,,[],,,,LL,,[],,,,RH,,[],,,,RL,,[],,,,,,,,,,,,,,,,,12920.0
